"NOC","Gold","Silver","Bronze"
"KOR",12,2,5
"CHN",7,1,2
"USA",2,2,5
"TPE",2,1,5
"MEX",2,2,3
"TUR",1,3,3
"ESP",1,4,1
"FRA",0,3,4
"GBR",2,1,3
"IRI",2,1,3
"CUB",1,2,2
"GRE",1,3,0
"THA",0,2,3
"RUS",0,2,2
"ITA",1,1,1
"AZE",1,0,2
"AUS",1,1,0
"SRB",1,1,0
"CIV",1,0,1
"CRO",0,0,3
"NOR",0,2,0
"CAN",0,1,1
"DOM",0,1,1
"GER",0,1,1
"AFG",0,0,2
"ARG",1,0,0
"BRA",0,0,2
"EGY",0,0,2
"JOR",1,0,0
"VEN",0,0,2
"GAB",0,1,0
"NIG",0,1,0
"VIE",0,1,0
"COL",0,0,1
"JPN",0,0,1
"KAZ",0,0,1
"NGR",0,0,1
"TUN",0,0,1
