"NOC","Gold","Silver","Bronze"
"HUN",9,3,3
"USA",3,6,5
"ITA",4,3,3
"YUG",3,4,0
"URS",2,2,3
"GBR",4,0,1
"BEL",0,4,2
"CRO",1,2,0
"ESP",1,2,0
"GER",1,2,0
"RUS",0,1,3
"AUS",1,0,2
"FRA",1,0,2
"NED",1,0,2
"SRB",1,0,2
"SWE",0,1,2
"SCG",0,1,1
"NZL",1,0,0
"GRE",0,1,0
"EUN",0,0,1
"FRG",0,0,1
