"NOC","Gold","Silver","Bronze"
"CHN",28,17,8
"KOR",3,3,11
"GER",0,3,4
"JPN",0,2,2
"PRK",0,1,3
"SWE",1,1,1
"SGP",0,1,2
"FRA",0,1,1
"TPE",0,1,1
"YUG",0,1,1
"HKG",0,1,0
"DEN",0,0,1
